PS1014V,PC,TR001C	25.6 	16.0 	14.0 	12.6 	19.5 	: 
PS1014V,PC,TR003C	17.5 	18.0 	10.0 	9.6 	21.2 	: 
PS1014V,PC,TR007C	22.7 	14.0 	17.0 	8.5 	23.5 	: 
PS1014V,PC,TR012C	19.0 	18.0 	14.0 	13.5 	23.5 	: 
PS1014V,PC,UK001C	11.3 	7.0 	7.0 	: 	: 	: 
PS1014V,PC,UK004C	12.4 	10.0 	13.0 	8.0 	11.9 	8.0 
PS1014V,PC,UK008C	: 	8.0 	10.0 	13.5 	11.4 	15.0 
PS1014V,PC,UK009C	13.9 	14.0 	10.0 	8.8 	13.2 	: 
PS1014V,PC,UK012C	17.0 	14.0 	11.0 	10.2 	13.1 	: 
PS1014V,PC,UK013C	: 	: 	: 	5.5 	8.0 	: 
PS1015V,PC,AT001C	1.3 	1.0 	3.0 	2.3 	1.8 	1.0 
PS1015V,PC,AT002C	2.5 	1.0 	7.0 	4.9 	9.6 	: 
PS1015V,PC,BE001C	8.0 	7.0 	10.0 	9.7 	10.7 	11.0 
PS1015V,PC,BE002C	9.1 	7.0 	15.0 	3.4 	5.8 	2.0 
PS1015V,PC,BE005C	11.1 	12.0 	10.0 	3.6 	7.3 	7.0 
